rn,ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0019730,BP,GO:0019730,antimicrobial humoral response,35/2907,133/18870,0.000789729055678438,0.00809548818315843,0.00646630652665697,LTF/CXCL2/TF/PGC/WFDC2/RARRES2/PF4V1/HRG/REG1A/COLEC11/PI3/H2BC11/CXCL6/TSLP/S100A12/CXCL3/CXCL5/CXCL1/LEAP2/RNASE7/EVPL/CXCL8/FGA/FGB/REG1B/F2/DMBT1/NCR3LG1/KRT6A/ANG/RNASE4/H2BC8/H2BC6/PRSS2/H2BC7,35
GO:0000022,BP,GO:0000022,mitotic spindle elongation,7/2907,12/18870,0.000790199749116584,0.00809548818315843,0.00646630652665697,BIRC5/KIF4A/CDCA8/KIF23/RACGAP1/AURKB/PRC1,7
GO:0019321,BP,GO:0019321,pentose metabolic process,7/2907,12/18870,0.000790199749116584,0.00809548818315843,0.00646630652665697,XYLB/DHDH/G6PD/OTOGL/DCXR/FGGY/OTOG,7
GO:0071377,BP,GO:0071377,cellular response to glucagon stimulus,7/2907,12/18870,0.000790199749116584,0.00809548818315843,0.00646630652665697,CPS1/FGF21/GLP1R/PCK1/ASS1/GJB2/GCGR,7
GO:0098976,BP,GO:0098976,excitatory chemical synaptic transmission,7/2907,12/18870,0.000790199749116584,0.00809548818315843,0.00646630652665697,PVALB/GRIN2D/PDLIM4/GRIN1/GRIN2A/KCNQ3/SHISA6,7
GO:1902337,BP,GO:1902337,regulation of apoptotic process involved in morphogenesis,7/2907,12/18870,0.000790199749116584,0.00809548818315843,0.00646630652665697,FOXC1/PAX2/TGFB2/BMP7/PAX8/FOXC2/HNF1B,7
GO:1902850,BP,GO:1902850,microtubule cytoskeleton organization involved in mitosis,41/2907,163/18870,0.000800481275530283,0.00818680251538066,0.00653924424814662,PAX6/WDR62/NDC80/AURKA/TPX2/BIRC5/KIF4A/MISP/MYBL2/ARHGEF10/CEP126/TTK/CENPA/CDC20/STMN1/NEK2/GPSM2/STIL/DLGAP5/CCNB1/CDCA8/KIF23/KIF11/CENPE/PRICKLE1/NUF2/SPC25/GJA1/ANKFN1/GPSM1/RACGAP1/MAD2L1/MAP9/PLK1/CDK1/PKHD1/AURKB/SAPCD2/FLNA/PRC1/KIFC1,41
GO:0090208,BP,GO:0090208,positive regulation of triglyceride metabolic process,10/2907,22/18870,0.000802450460701922,0.00819293704160341,0.00654414422774695,SCARB1/FGF21/APOA5/APOA4/GPLD1/AADAC/RGN/MFSD2A/PLIN5/APOC2,10
GO:0042593,BP,GO:0042593,glucose homeostasis,58/2907,251/18870,0.000806308254370384,0.00821830031669167,0.00656440325444552,GCLC/CFTR/PDK4/PAX6/MLXIPL/NR1H4/ALOX5/PTPRN/NGFR/PAX2/CPB2/GCKR/NOX4/PYGL/PCK2/HNF4A/SLC39A14/FGF21/GCK/GPLD1/LEPR/DBH/PCK1/SOX4/ANO1/SERPINF1/RBP4/IGF1R/ABCA12/PIK3R1/ADRA2A/FOXO1/SLC16A1/HKDC1/HK1/KCNB1/HK2/ACE/SSTR5/VSNL1/SLC2A2/KLF15/SLC9B2/GPER1/CYP7A1/FOXA3/GPR27/NPTX1/BRSK2/SLC2A4/BACE2/ACSM2A/EFNA5/GPR21/SUCNR1/GCGR/PPP1R3G/CEBPA,58
GO:0042743,BP,GO:0042743,hydrogen peroxide metabolic process,18/2907,54/18870,0.000825659656472905,0.00840122742292073,0.00671051707910309,CYBA/HDAC6/APOA4/CAT/DUOX1/DUOXA1/DUOXA2/DUOX2/CYP1A1/CYP1A2/SOD1/PINK1/ACOX1/PRDX3/HBA2/GPX3/HBB/HP,18
GO:0090277,BP,GO:0090277,positive regulation of peptide hormone secretion,30/2907,109/18870,0.000828026417171337,0.00841100518495095,0.00671832710920895,CFTR/GIPR/NR1H4/AACS/RAPGEF4/PCK2/GHRHR/TFR2/GCK/GPLD1/SOX4/ANO1/NR0B2/SNAP25/GRP/RBP4/ILDR1/GLUD1/VSNL1/SLC2A2/SPINK1/GPER1/MYRIP/GPR27/FGG/FGA/FGB/F2/ABAT/GABBR1,30
GO:0051963,BP,GO:0051963,regulation of synapse assembly,31/2907,114/18870,0.000853092026078107,0.00865093151190731,0.00690996931024908,GPC4/SIX4/SYNDIG1/SRPX2/CBLN1/DKK1/NECTIN1/CUX2/SLITRK3/SIX1/SNAP25/EPHB2/ADGRB3/EPHA7/CBLN2/TPBG/WNT3A/LHFPL4/CHRNB2/PTPN13/SLITRK5/NLGN1/LRRN3/LRFN4/SLITRK4/OXTR/EPHB3/EFNA5/FLRT2/AGRN/VSTM5,31
GO:0061333,BP,GO:0061333,renal tubule morphogenesis,24/2907,81/18870,0.000864215471169045,0.00873412358784526,0.00697641934407444,SOX8/PAX2/WNT11/SIX4/SALL1/SOX9/HS3ST3B1/PAX8/SIX1/LAMA5/WNT2B/ADAMTS16/KIF26B/GREM1/NPNT/IRX2/SIX2/MTSS1/IRX3/TACSTD2/COL4A1/FMN1/HOXB7/HNF1B,24
GO:0072028,BP,GO:0072028,nephron morphogenesis,24/2907,81/18870,0.000864215471169045,0.00873412358784526,0.00697641934407444,SOX8/PAX2/WNT11/SIX4/BMP7/SALL1/SOX9/HS3ST3B1/PAX8/SIX1/LIF/LAMA5/WNT2B/ADAMTS16/KIF26B/GREM1/NPNT/IRX2/SIX2/IRX3/TACSTD2/FMN1/HOXB7/HNF1B,24
GO:1990748,BP,GO:1990748,cellular detoxification,32/2907,119/18870,0.000873905909360015,0.0088171653553136,0.00704274931835354,MGST1/GSTP1/MGST2/GSTZ1/BMP7/AQP8/APOA4/MTARC2/ABCG2/CAT/APOE/GCH1/CD36/DUOX1/SLC39A8/DUOX2/SOD1/PTGES/FABP1/ALB/GPX8/ALDH1A1/PRDX3/NQO1/MTARC1/HBA2/ADH4/APOM/GPX3/GSTA1/HBB/HP,32
GO:2000179,BP,GO:2000179,positive regulation of neural precursor cell proliferation,20/2907,63/18870,0.00087872040245423,0.00885081509744723,0.00706962719677867,PAX6/VCAN/ASPM/WDR62/DCT/SMARCD3/LHX2/MDK/BCAN/EGF/HAPLN3/HAPLN1/WNT3A/ACAN/GPR37L1/OTP/RASSF10/FLNA/DISP3/ADGRG1,20
GO:0030858,BP,GO:0030858,positive regulation of epithelial cell differentiation,22/2907,72/18870,0.000887238534930716,0.00892159353695878,0.00712616178431747,PROM1/PAX6/FOXC1/PAX2/TP73/SULT2B1/BMP7/SFRP4/FOXN1/CYP27B1/SOX9/PAX8/OVOL2/LIF/FOXJ1/TMEM100/SFN/ETV4/ZBED2/TRIM16/GDF2/CD24,22
GO:0033500,BP,GO:0033500,carbohydrate homeostasis,58/2907,252/18870,0.00089311941786593,0.00896566019646285,0.00716136022096666,GCLC/CFTR/PDK4/PAX6/MLXIPL/NR1H4/ALOX5/PTPRN/NGFR/PAX2/CPB2/GCKR/NOX4/PYGL/PCK2/HNF4A/SLC39A14/FGF21/GCK/GPLD1/LEPR/DBH/PCK1/SOX4/ANO1/SERPINF1/RBP4/IGF1R/ABCA12/PIK3R1/ADRA2A/FOXO1/SLC16A1/HKDC1/HK1/KCNB1/HK2/ACE/SSTR5/VSNL1/SLC2A2/KLF15/SLC9B2/GPER1/CYP7A1/FOXA3/GPR27/NPTX1/BRSK2/SLC2A4/BACE2/ACSM2A/EFNA5/GPR21/SUCNR1/GCGR/PPP1R3G/CEBPA,58
GO:0060561,BP,GO:0060561,apoptotic process involved in morphogenesis,11/2907,26/18870,0.000924981341386721,0.00926995538612522,0.00740441733209154,FOXC1/PAX2/TGFB2/BMP7/CRYAB/PAX8/PPP2R1B/LEF1/FOXC2/NKX2-5/HNF1B,11
GO:0060711,BP,GO:0060711,labyrinthine layer development,16/2907,46/18870,0.000941269466987366,0.00941741675750068,0.0075222027462113,GRHL2/BMP7/BMP5/OVOL2/HEY2/IL10/GCM1/LEF1/VASH2/RSPO3/ST14/PLCD3/SPINT1/SPINT2/WNT7B/GJB5,16
GO:0051480,BP,GO:0051480,regulation of cytosolic calcium ion concentration,19/2907,59/18870,0.000964670471151737,0.00963543143389123,0.007696342920708,TRPC7/CNGB1/TRPC5/CALB1/CDH23/CALCA/SLC8A2/HTR1B/ATP2B2/ADORA1/GPER1/CACNB2/GRM5/CALB2/CALCB/BOK/F2/ERC2/GRID2IP,19
GO:0033555,BP,GO:0033555,multicellular organismal response to stress,26/2907,91/18870,0.000982951278367982,0.0098016624974594,0.00782912070840463,MAPK8IP2/ADRB1/ASIC4/SLC6A2/AQP9/TRPA1/P2RX3/MDK/CALCA/ASIC1/DBH/PRKCG/APOE/IDO1/GCH1/EPHB2/HMGCS2/GRP/EDNRB/KIAA0319/LYPD1/ADRA2A/RET/NPAS2/DRD1/DPP4,26
GO:0046513,BP,GO:0046513,ceramide biosynthetic process,21/2907,68/18870,0.000987597558520861,0.00983160764164777,0.00785303952304879,CERS4/FA2H/ST6GALNAC5/GAL3ST1/B4GALNT1/ST8SIA6/TLCD3B/B3GALT2/DEGS2/CYP4F22/ORMDL3/SPTLC3/B3GALT1/UGT8/SPHK1/ALOXE3/ALOX12B/ENPP7/ASAH2/CERS1/B3GALT4,21
GO:0032868,BP,GO:0032868,response to insulin,61/2907,269/18870,0.000991804925930659,0.00985232342573037,0.00786958634601826,GCLC/PDK4/PAX6/NR1H4/OTC/KCNQ1/PKM/PNPLA3/PCK2/LPIN2/SLC39A14/GHRHR/RARRES2/GCK/GPLD1/GHR/KAT2B/SLC2A1/GOT1/KCNJ8/CAT/ACVR1C/PCK1/AANAT/HMGCS2/ECHDC3/IL10/SORL1/KHK/HADH/IGF1R/TNFRSF11A/PKLR/AHSG/SRD5A1/PIK3R1/IGFBP1/FOXO1/PDE3B/PID1/PFKFB1/ALPL/KLF15/FBP1/VWA2/SERPINA12/GPT2/GPT/PCSK9/FOS/SLC25A33/HSD11B2/FOXC2/TRIM72/ERFE/SLC2A4/INSIG1/PPARA/GPR21/SRC/ENPP1,61
GO:0008209,BP,GO:0008209,androgen metabolic process,12/2907,30/18870,0.00099461864434918,0.00985232342573037,0.00786958634601826,HSD17B6/ESR1/CHST10/SPP1/AKR1D1/HSD17B4/SRD5A1/CYP3A4/UGT2B7/AKR1C4/HSD17B8/SRD5A2,12
GO:0010039,BP,GO:0010039,response to iron ion,12/2907,30/18870,0.00099461864434918,0.00985232342573037,0.00786958634601826,TF/HAMP/TFR2/ACO1/TFAP2A/CYP1A1/SLC6A3/ALAD/TFF1/G6PD/FXN/ABAT,12
GO:0099565,BP,GO:0099565,"chemical synaptic transmission, postsynaptic",31/2907,115/18870,0.000998468435599362,0.00987411016560493,0.00788698859960174,MAPK8IP2/RIMS1/CHRNA3/CHRNA4/CELF4/CBLN1/GRIN2D/STX1A/P2RX3/CUX2/RGS4/CHRNB4/SLC8A2/ADORA2A/CHRND/IGSF11/NLGN4X/CHRNA6/CHRNB2/ADORA1/NETO1/HTR3A/ADRB2/CHRNA5/NLGN1/CHRNA7/RIMS2/GRIN1/ABAT/GRIN2A/INSYN2A,31
GO:0045444,BP,GO:0045444,fat cell differentiation,57/2907,248/18870,0.00101865394251981,0.0100171771974512,0.00800126401583933,SOX8/ALOX5/ADRB1/RORA/FERMT2/HDAC6/IL11/MMP11/PNPLA3/BMP7/JAG1/E2F1/KLF5/MEDAG/DKKL1/RARRES2/SULT1E1/GNB3/ID2/ALDH6A1/MSX2/KCNJ8/SIX1/STEAP4/TPH1/ANGPTL8/NUDT7/PRDM16/RORC/PLAC8/TLCD3B/HMGA2/FOXO1/NOCT/RETREG1/WNT3A/WIF1/FNDC5/CDS1/GPER1/PEX11A/ATF5/ADRB2/LRG1/BBS1/CTBP2/BNIP3/ALOXE3/SLC2A4/INSIG1/C1QL4/LAMB3/ENPP1/MAFB/EBF2/CEBPD/CEBPA,57
GO:0034284,BP,GO:0034284,response to monosaccharide,49/2907,206/18870,0.00101917159414341,0.0100171771974512,0.00800126401583933,GCLC/CFTR/PAX6/MLXIPL/GIPR/NR1H4/PTPRN/RASAL2/PAX2/CPB2/GCKR/NOX4/PCK2/HNF4A/SLC39A14/FGF21/GYS2/GPLD1/IL1A/GPAM/CAT/ACVR1C/PCK1/SOX4/ANO1/NR0B2/SERPINF1/HMGCS2/KHK/IGF1R/SLC2A5/PKLR/ABCA12/ADRA2A/KCNB1/APOA2/ACE/VSNL1/SLC2A2/SLC9B2/ITGA2/GPER1/CYP7A1/COL4A3/GPR27/NPTX1/BRSK2/EFNA5/HNF1B,49
GO:0007620,BP,GO:0007620,copulation,9/2907,19/18870,0.00102087247295056,0.0100171771974512,0.00800126401583933,SLC6A4/PI3/KLK14/SERPINE2/EDNRB/AVPR1A/OXTR/ABAT/DDO,9
GO:1902307,BP,GO:1902307,positive regulation of sodium ion transmembrane transport,9/2907,19/18870,0.00102087247295056,0.0100171771974512,0.00800126401583933,ATP1B3/TESC/ATP1B2/FXYD2/WNK2/GLRX/WNK3/DMD/FXYD1,9
GO:0046320,BP,GO:0046320,regulation of fatty acid oxidation,13/2907,34/18870,0.00102130671744028,0.0100171771974512,0.00800126401583933,PDK4/ABCB11/FMO4/ACACB/LONP2/MLYCD/ACADL/SOX9/ETFBKMT/FABP1/MFSD2A/PPARA/PLIN5,13
GO:0001838,BP,GO:0001838,embryonic epithelial tube formation,33/2907,125/18870,0.00103429853338391,0.0101280002049688,0.00808978437688511,SOX8/TEAD2/PAX2/GRHL2/TGFB2/CECR2/SIX4/MTHFD1/BMP7/LHX2/FOLR1/BMP5/PTK7/MTHFD1L/STIL/SOX9/PAX8/OVOL2/SIX1/PRICKLE1/ST14/VANGL2/CTHRC1/RET/SPINT1/GREM1/SPINT2/IRX2/RARG/IRX3/FZD2/RGMA/HNF1B,33
GO:0048880,BP,GO:0048880,sensory system development,85/2907,401/18870,0.00111597009901395,0.0109098841542491,0.00871431759463936,ABCB5/SOX8/USH1C/PROM1/PAX6/FOXC1/SEMA3A/PAX2/DCX/SMARCD3/GRHL2/TGFB2/VSX1/BMP7/BIRC7/JAG1/CELF4/RPGRIP1L/CALB1/PPP1R13L/PBX4/SIPA1L3/LHX2/CRYAB/NECTIN1/VAX2/MFAP2/HPCA/NDP/SOX9/C3/PLAAT1/SERPINF1/ATP8A2/EPHB2/PDE6B/WNT2B/TMOD1/TFAP2A/FOXF2/STRA6/RBP4/PRICKLE1/FOXN4/SLC39A5/CYP1A1/ADAMTS18/SLC6A3/WNT9A/NPHP1/DLX1/COL8A1/SLC25A25/GPM6A/SLC7A11/THRB/MERTK/LPCAT1/THY1/ATP2B2/AQP5/NFIA/PITX2/FAT3/RET/MFSD2A/RARG/SH3PXD2B/FOXC2/SOX11/FJX1/SLC17A8/ATOH7/MAB21L2/TSKU/RP1L1/FSCN2/MITF/COL4A1/WNT7B/NHS/SPRED3/SMOC1/SLC44A4/AQP1,85
GO:0031640,BP,GO:0031640,killing of cells of another organism,26/2907,92/18870,0.0011725932933958,0.0114075214217676,0.00911180753447484,LTF/C8B/C6/CFHR2/HAMP/C5/C7/C9/HRG/GBP1/ARG1/H2BC11/CXCL6/CFHR5/C8A/S100A12/MBL2/RNASE7/NLRP6/C8G/F2/DEFB132/PLA2G2A/KRT6A/GBP7/CFHR1,26
GO:0141061,BP,GO:0141061,disruption of cell in another organism,26/2907,92/18870,0.0011725932933958,0.0114075214217676,0.00911180753447484,LTF/C8B/C6/CFHR2/HAMP/C5/C7/C9/HRG/GBP1/ARG1/H2BC11/CXCL6/CFHR5/C8A/S100A12/MBL2/RNASE7/NLRP6/C8G/F2/DEFB132/PLA2G2A/KRT6A/GBP7/CFHR1,26
GO:1903510,BP,GO:1903510,mucopolysaccharide metabolic process,26/2907,92/18870,0.0011725932933958,0.0114075214217676,0.00911180753447484,CD44/ITIH4/ITIH1/ST3GAL6/HMMR/HAS3/XYLT1/CEMIP/HYAL1/CHST3/ITIH5/TNFAIP6/LYVE1/STAB2/EDNRB/EGF/CSGALNACT1/ITIH2/B3GNT7/ITIH3/NDST3/CHST1/B3GNT4/B3GNT3/CHST13/CHST6,26
GO:0097009,BP,GO:0097009,energy homeostasis,23/2907,78/18870,0.00117888073657197,0.0114500705306982,0.0091457938209787,MLXIPL/ADRB1/IGF2BP2/RASAL2/FMO4/ACACB/SCTR/PCSK1N/NMU/LEPR/ACVR1C/APOE/CD36/MRAP2/SORL1/SLC25A25/FOXO1/MFSD2A/ADRB2/IRX3/TSKU/BMP8A/STK39,23
GO:0016049,BP,GO:0016049,cell growth,102/2907,497/18870,0.00120604576641253,0.0116949300169305,0.00934137640452592,IGF1/TNC/FSTL4/TRPC5/SEMA3A/SEMA3C/MAP2/RIMS1/WNT11/AURKA/NRCAM/SEMA6A/TGFB2/HDAC6/BDKRB1/CPNE6/HNF4A/PAK5/HPN/LIMK1/LHX2/CXCL12/TMEM97/CRYAB/CYP27B1/RASAL1/CHPT1/HRG/HYAL1/PLXNA1/CISH/PAPPA2/RGS4/KIF14/SPP1/BCL11A/TNN/ADRA1A/SOX9/KRT17/APOE/UNC13A/PLXNA3/POSTN/RERG/EPHA7/EMX1/SERPINE2/IGFBPL1/KIAA0319/PAK6/SEMA7A/PRICKLE1/OSGIN1/RNF157/IGFBP4/ADCY10/CRABP2/CPNE9/AGTR1/IGFBP3/IGFBP1/CDKN2A/SPOCK1/GJA1/WNT3A/MMP14/CDA/G6PD/S100B/BMP10/TRIM46/FXN/FBP1/AVPR1A/GREM1/ISLR2/GNG4/MFSD2A/MINAR1/SEMA3E/LPAR3/SLC25A33/RARG/SFN/SPHK1/RIMS2/F2/RGMA/EFNA5/NRG3/MAPT/PPARA/NANOS1/ENPP1/SLC44A4/DDR1/TRIM40/MUC12/SYT3/GDF2/PRSS2,102
GO:0042908,BP,GO:0042908,xenobiotic transport,19/2907,60/18870,0.00121067364046201,0.0117053125292043,0.0093496694815288,ABCB5/ABCC2/ABCB11/ABCC1/SLC2A1/ABCG2/ABCC11/SLC17A3/ABCC4/SLC31A1/SLC28A2/ABCA8/SLC47A1/NR1I2/SLC22A3/GJA1/ABCA3/SLC22A1/SLC28A3,19
GO:0055123,BP,GO:0055123,digestive system development,37/2907,146/18870,0.00121102932568569,0.0117053125292043,0.0093496694815288,CPS1/OTC/KCNQ1/CLDN18/WNT11/TGFB2/KLF5/SALL1/HOXA13/RARRES2/AGR2/NKX3-2/ID2/SFRP5/SPDEF/SOX9/OVOL2/ASS1/BARX1/HMGCS2/EDNRB/FOXF2/STRA6/CYP1A1/CCDC40/PKDCC/RET/SHOX2/CXCL8/SIX2/FOXL1/SOX11/FOXE1/OXTR/EPHB3/SRC/HNF1B,37
GO:0097164,BP,GO:0097164,ammonium ion metabolic process,10/2907,23/18870,0.00122500313746098,0.0118022443984365,0.00942709423522817,ALDH2/BCHE/TPH1/DDC/DMGDH/HDC/SRD5A1/SLC22A3/ALDH7A1/GRIN2A,10
GO:2000193,BP,GO:2000193,positive regulation of fatty acid transport,10/2907,23/18870,0.00122500313746098,0.0118022443984365,0.00942709423522817,PLA2G10/IL1A/TNFRSF11A/PTGES/ACSL1/ERFE/CYP4F2/CYP4A11/ACSL5/AVPR1B,10
GO:0001895,BP,GO:0001895,retina homeostasis,24/2907,83/18870,0.00126005294256511,0.0120202273700068,0.00960120908536129,USH1C/PROM1/LTF/USH2A/CDH3/CNGB1/TF/CST4/CDH23/SLC2A1/NDP/ATP1B2/NXNL2/LCA5/CIB2/SLC28A2/SOD1/AZGP1/ZG16B/ALB/ADGRV1/BBS1/USH1G/RP1L1,24
GO:0061844,BP,GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,24/2907,83/18870,0.00126005294256511,0.0120202273700068,0.00960120908536129,LTF/CXCL2/PGC/PF4V1/HRG/REG1A/H2BC11/CXCL6/TSLP/S100A12/CXCL3/CXCL5/CXCL1/LEAP2/RNASE7/EVPL/CXCL8/REG1B/F2/KRT6A/ANG/H2BC8/H2BC6/H2BC7,24
GO:0009084,BP,GO:0009084,glutamine family amino acid biosynthetic process,8/2907,16/18870,0.00126169192518206,0.0120202273700068,0.00960120908536129,OTC/ASL/ASS1/GLS2/GLUD1/NAGS/GLUD2/PYCR1,8
GO:0010273,BP,GO:0010273,detoxification of copper ion,8/2907,16/18870,0.00126169192518206,0.0120202273700068,0.00960120908536129,MT1G/MT2A/MT1E/MT1X/MT1F/MT1H/MT1A/MT1M,8
GO:0051004,BP,GO:0051004,regulation of lipoprotein lipase activity,8/2907,16/18870,0.00126169192518206,0.0120202273700068,0.00960120908536129,APOH/APOA5/APOA4/APOC3/APOC1/ANGPTL3/ANGPTL4/APOC2,8
GO:0072378,BP,GO:0072378,"blood coagulation, fibrin clot formation",8/2907,16/18870,0.00126169192518206,0.0120202273700068,0.00960120908536129,APOH/F12/F13B/FGG/FGA/FGB/F8/FLNA,8
GO:1990169,BP,GO:1990169,stress response to copper ion,8/2907,16/18870,0.00126169192518206,0.0120202273700068,0.00960120908536129,MT1G/MT2A/MT1E/MT1X/MT1F/MT1H/MT1A/MT1M,8
GO:0009913,BP,GO:0009913,epidermal cell differentiation,56/2907,245/18870,0.00128454069345738,0.0122184530508036,0.00975954271323989,CYP26B1/USH1C/PAX6/USH2A/KCNQ1/FOXC1/MCOLN3/CDH3/DLX3/GRHL2/SULT2B1/JAG1/FA2H/ESRP1/CNFN/EZH2/SFRP4/CDH23/FOXN1/EXPH5/CYP27B1/IL1A/ERRFI1/MSX2/OVOL2/KRT17/KRT7/HEY2/SCEL/SOD1/ABCA12/ST14/SPRR3/PITX2/KRT80/EVPL/ADAM9/SPRR1A/KRT86/KRT83/OVOL1/SFN/ETV4/ZBED2/KRT6B/KRT5/KRT16/KRT14/PDZD7/MAFB/SLC44A4/KRT6A/KRT81/FOXI3/TRIM16/STRC,56
GO:0016266,BP,GO:0016266,O-glycan processing,15/2907,43/18870,0.00130150601935748,0.0123219702843814,0.0098422275554583,ST6GAL1/GALNT7/GALNT3/A4GNT/GALNT12/GALNT6/GCNT3/B3GNT7/GALNT14/GALNT10/B3GNT4/B3GNT5/GCNT4/B3GNT8/B3GNT3,15
GO:0051955,BP,GO:0051955,regulation of amino acid transport,15/2907,43/18870,0.00130150601935748,0.0123219702843814,0.0098422275554583,SLC12A2/SLC38A1/KMO/RGS4/ADORA2A/SLC38A2/HTR1B/SLC43A1/SLC6A1/ADORA1/AVPR1A/SLC17A8/ABAT/SLC38A3/GABBR1,15
GO:0060079,BP,GO:0060079,excitatory postsynaptic potential,29/2907,107/18870,0.00130327607056732,0.0123219702843814,0.0098422275554583,MAPK8IP2/RIMS1/CHRNA3/CHRNA4/CELF4/CBLN1/GRIN2D/STX1A/P2RX3/CUX2/RGS4/CHRNB4/SLC8A2/ADORA2A/CHRND/IGSF11/NLGN4X/CHRNA6/CHRNB2/ADORA1/NETO1/HTR3A/ADRB2/CHRNA5/NLGN1/CHRNA7/RIMS2/GRIN1/GRIN2A,29
GO:0007548,BP,GO:0007548,sex differentiation,64/2907,288/18870,0.00130366157279182,0.0123219702843814,0.0098422275554583,SOX8/PTPRN/FOXC1/MSH4/ASPM/AFP/TFAP2C/TESC/ESR1/TYRO3/TGFB2/DMC1/BIK/SIX4/REC8/HNF4A/PCYT1B/CENPI/SALL1/LHB/AMH/HOXA13/BMP5/IL1A/KIF18A/CNTFR/TNFAIP6/INHA/SOX9/HSD17B4/WNT2B/TBX3/AMHR2/FOXF2/STRA6/RBP4/IDH1/CDKL2/SOD1/REN/SRD5A1/GAS2/GFRA1/MERTK/MMP14/ACE/AR/DMRT2/CBX2/A2M/DMRTA1/BOK/IRX5/KCNE1/ZP3/FLNA/SRC/ADAM32/ADGRG1/ANG/INSL3/HOXA10/SCX/SRD5A2,64
GO:0010460,BP,GO:0010460,positive regulation of heart rate,11/2907,27/18870,0.00134542927958216,0.0126368969854632,0.0100937766327406,ADRB1/KCNQ1/RGS4/ADRA1A/GCH1/HEY2/AVPR1A/SCN3B/ADRA1B/CHRNA7/ADM5,11
GO:0015740,BP,GO:0015740,C4-dicarboxylate transport,11/2907,27/18870,0.00134542927958216,0.0126368969854632,0.0100937766327406,SLC25A13/SLC13A2/SLC12A2/SLC1A5/SLC1A2/SLC13A5/SLC16A1/SLC13A3/SLC25A18/ABAT/SLC25A10,11
GO:0042133,BP,GO:0042133,neurotransmitter metabolic process,11/2907,27/18870,0.00134542927958216,0.0126368969854632,0.0100937766327406,ALDH5A1/BCHE/DBH/GAD1/DAGLA/GAD2/GCHFR/ALDH9A1/PAH/ABAT/SLC44A4,11
GO:0051984,BP,GO:0051984,positive regulation of chromosome segregation,11/2907,27/18870,0.00134542927958216,0.0126368969854632,0.0100937766327406,NCAPD2/BIRC5/CDC6/NCAPG/KAT2B/NCAPH/CCNB1/CDCA8/PRAP1/CDK1/AURKB,11
GO:0009150,BP,GO:0009150,purine ribonucleotide metabolic process,78/2907,365/18870,0.00137561283508,0.0129001435615731,0.0103040459845953,PDK4/SLC25A13/AASS/DGAT2/FAR2/PDE4A/ACSM2B/RORA/ACAT1/ACACB/ADCY2/PTHLH/SULT2B1/ABCC6/MTHFD1/MLYCD/SULT2A1/GCDH/SULT1E1/AADAT/VNN1/PDE10A/HMGCS1/NME5/HMGCR/ABHD14B/SDHB/ACOT2/GPAM/NUDT10/ACSBG2/ACSS2/HSD17B4/HMGCS2/BAAT/PDE5A/SLC27A2/NUDT7/ADCY10/MMUT/AK3/SLC25A25/GLYAT/ALDOA/ACSL1/TDO2/PANK1/PID1/AK5/ENPP3/ADK/XDH/PINK1/ACOT11/AK4/ELOVL7/ADCY1/LDHC/ELOVL6/SUCLG2/ACOT12/SULT1B1/ACOT4/PIPOX/NME9/ACSM5/ACSM2A/ACOT1/ADSS1/PPARA/NUDT11/SULT1A1/ACSL5/ENPP1/SULT1C4/CARD11/PAPSS2/PDE7A,78
GO:0048167,BP,GO:0048167,regulation of synaptic plasticity,50/2907,214/18870,0.00138065806940072,0.0129249937264817,0.0103238951622979,SYT7/RASGRF1/CAMK2B/RIMS1/SCTR/ITPR3/SYNGR1/CBLN1/CALB1/GRIN2D/CPEB3/P2RX3/SLC38A1/HMGCR/DBN1/CDC20/SLC8A2/PRKCG/ADORA2A/APOE/SNAP25/EPHB2/SERPINE2/SLC4A10/IGSF11/CPLX2/KCNB1/ACE/S100B/ADORA1/ABHD6/ADCY1/NETO1/MAP1A/PRRT2/GRM5/CALB2/CHRNA7/RIMS2/GRIN1/GRIN2A/KCNQ3/DRD1/SORCS2/MAPT/ERC2/SHISA6/HRH1/GRID2IP/SHISA9,50
GO:0062013,BP,GO:0062013,positive regulation of small molecule metabolic process,37/2907,147/18870,0.00138258331688923,0.0129249937264817,0.0103238951622979,MLXIPL/NR1H4/IGF1/MLYCD/GCK/APOA5/APOA4/GPLD1/KAT2B/APOA1/CD244/CLYBL/APOE/RGN/PMAIP1/ADCY10/FOXO1/PID1/PINK1/PTH1R/FABP1/STARD4/GPER1/GPT2/AVPR1A/NNMT/GPD1/GPT/CYP7A1/PPARA/HRH1/SRC/AVPR1B/CES1/PLIN5/PPP1R3G/APOC2,37
GO:0030324,BP,GO:0030324,lung development,45/2907,188/18870,0.00139436136513147,0.0129887999773408,0.0103748606837139,ITGA3/TNC/TP73/GRHL2/WNT11/PHEX/AGR2/PTK7/ITGB6/ERRFI1/HSD11B1/TBX4/DPPA4/SPDEF/SOX9/LIF/FOXJ1/LAMA5/CHI3L1/HMGCS2/WNT2B/NKX2-8/STRA6/RBP4/CYP1A2/CCDC40/ABCA12/RSPO2/SLC7A11/THRB/MMP14/SIM2/ACE/PDPN/PKDCC/HHIP/ABCA3/HOPX/SOX11/CCBE1/WNT7B/PDGFA/NKIRAS1/CEBPA/MMP12,45
